2019-01-26-01-30;3559.7605;3563.0609;3559.6636;3563.0463;0;0;
2019-01-26-01-45;3563.0425;3563.4774;3561.8093;3561.9987;0;0;
2019-01-26-02-00;3561.9949;3562.3566;3558.0657;3559.2931;0;0;
2019-01-26-02-15;3559.3553;3559.8814;3558.3433;3559.8738;0;0;
2019-01-26-02-30;3559.5332;3561.6435;3559.5332;3561.1461;0;0;
2019-01-26-02-45;3561.1613;3567.1267;3561.1613;3567.1267;0;0;
2019-01-26-03-00;3567.1229;3572.8735;3562.7378;3565.8527;0;0;
2019-01-26-03-15;3565.8565;3573.2821;3565.5381;3570.7808;0;0;
2019-01-26-03-30;3570.7771;3572.0467;3568.6508;3568.6546;0;0;
2019-01-26-03-45;3568.7141;3571.7703;3568.6923;3570.4560;0;0;
2019-01-26-04-00;3570.4598;3571.4956;3568.7726;3568.9991;0;0;
2019-01-26-04-15;3568.7801;3568.7801;3566.2038;3567.4017;0;0;
2019-01-26-04-30;3567.3979;3568.0184;3565.7586;3566.7683;0;0;
2019-01-26-04-45;3566.8365;3568.0707;3565.9508;3566.3142;0;0;
2019-01-26-05-00;3566.3180;3566.7994;3564.3435;3564.4971;0;0;
2019-01-26-05-15;3564.4933;3565.3590;3564.2262;3565.2905;0;0;
2019-01-26-05-30;3564.9661;3567.5889;3564.9624;3567.3018;0;0;
2019-01-26-05-45;3567.3056;3567.6695;3566.8631;3567.4985;0;0;
2019-01-26-06-00;3567.5023;3568.9857;3567.5023;3568.7262;0;0;
2019-01-26-06-15;3568.5505;3570.0303;3567.9141;3570.0303;0;0;
2019-01-26-06-30;3569.8778;3570.5056;3569.4431;3570.2711;0;0;
2019-01-26-06-45;3570.4009;3580.6818;3570.4009;3575.3004;0;0;
2019-01-26-07-00;3575.3042;3576.2077;3568.7531;3571.2460;0;0;
2019-01-26-07-15;3571.3217;3576.3064;3571.0102;3575.4055;0;0;
2019-01-26-07-30;3575.4017;3655.9405;3575.4017;3618.2944;0;0;
2019-01-26-07-45;3618.5405;3620.6719;3613.8684;3619.9793;0;0;
2019-01-26-08-00;3619.9779;3621.9296;3613.3169;3614.1375;0;0;
2019-01-26-08-15;3614.1337;3617.9461;3614.1337;3616.3911;0;0;
2019-01-26-08-30;3616.3040;3616.5862;3613.6012;3613.8664;0;0;
2019-01-26-08-45;3613.3799;3613.8719;3598.0576;3604.5871;0;0;
2019-01-26-09-00;3604.9493;3606.9781;3603.1250;3606.6362;0;0;
2019-01-26-09-15;3606.1713;3606.6509;3603.5844;3605.1909;0;0;
2019-01-26-09-30;3605.6044;3606.0382;3597.8586;3598.5480;0;0;
2019-01-26-09-45;3598.5443;3598.6169;3594.1114;3596.5301;0;0;
2019-01-26-10-00;3596.6031;3601.1972;3596.6031;3598.6964;0;0;
2019-01-26-10-15;3598.7964;3599.5309;3597.6683;3599.1885;0;0;
2019-01-26-10-30;3599.2103;3599.2103;3594.3678;3594.5896;0;0;
2019-01-26-10-45;3594.2869;3594.2869;3592.5159;3593.2652;0;0;
2019-01-26-11-00;3593.5112;3594.8257;3585.8622;3585.8622;0;0;
2019-01-26-11-15;3586.0622;3588.4235;3585.9837;3587.4900;0;0;
2019-01-26-11-30;3587.0977;3588.7358;3586.8144;3588.0561;0;0;
2019-01-26-11-45;3588.0826;3588.4654;3586.3469;3586.3469;0;0;
2019-01-26-12-00;3585.7496;3586.2615;3575.9595;3579.9768;0;0;
2019-01-26-12-15;3579.9806;3580.0358;3574.7558;3577.5405;0;0;
2019-01-26-12-30;3577.5367;3581.0582;3577.5353;3577.5768;0;0;
